192.168.103.106,0,0.0194375,192.168.94.61,[0.0012175]
192.168.94.61,6,0.011095,192.168.240.70,"[0.0194375, 0.01071999999999995, 0.011005000000000001, 0.008360000000000001]"
192.168.240.70,4,0.00794666666666665,192.168.78.47,"[0.011095, 0.0198225]"
192.168.78.47,2,0.0013875,192.168.222.25,"[0.00794666666666665, 0.033995, 0.0009625, 0.005856, 0.0047125, 0.00298, 0.019285, 0.000215]"
192.168.222.25,9,0.012989999999999998,192.168.216.43,"[0.0013875, 0.005495]"
192.168.216.43,3,0.0012175,192.168.103.106,"[0.012989999999999998, 0.01011125]"
192.168.103.106,0,0.0194375,192.168.94.61,[0.0012175]
192.168.94.61,6,0.00794666666666665,192.168.78.47,"[0.0194375, 0.01071999999999995, 0.011005000000000001, 0.008360000000000001]"
192.168.78.47,2,0.012989999999999998,192.168.216.43,"[0.00794666666666665, 0.033995, 0.0009625, 0.005856, 0.0047125, 0.00298, 0.019285, 0.000215]"
192.168.216.43,3,0.0012175,192.168.103.106,"[0.012989999999999998, 0.01011125]"
192.168.103.106,0,0.0194375,192.168.94.61,[0.0012175]
192.168.94.61,6,0.00794666666666665,192.168.78.47,"[0.0194375, 0.01071999999999995, 0.011005000000000001, 0.008360000000000001]"
192.168.78.47,2,0.0013875,192.168.222.25,"[0.00794666666666665, 0.033995, 0.0009625, 0.005856, 0.0047125, 0.00298, 0.019285, 0.000215]"
192.168.222.25,9,0.012989999999999998,192.168.216.43,"[0.0013875, 0.005495]"
192.168.216.43,3,0.0013875,192.168.222.25,"[0.012989999999999998, 0.01011125]"
192.168.222.25,9,0.012989999999999998,192.168.216.43,"[0.0013875, 0.005495]"
192.168.216.43,3,0.0013875,192.168.222.25,"[0.012989999999999998, 0.01011125]"
192.168.222.25,9,0.0194375,192.168.94.61,"[0.0013875, 0.005495]"
192.168.94.61,6,0.100388,192.168.43.203,"[0.0194375, 0.01071999999999995, 0.011005000000000001, 0.008360000000000001]"
192.168.43.203,1,0.103217,192.168.69.236,[0.100388]
192.168.69.236,8,0.0032075,192.168.243.154,"[0.103217, 0.008913333333333301, 0.00114, 0.006543, 0.0029316666666666497]"
192.168.243.154,7,0.100388,192.168.43.203,"[0.0032075, 0.00680249999999995, 0.005314999999999999, 0.00304, 0.00420499999999995, 0.01002, 0.0018075, 0.00848, 0.019675, 0.27718]"
192.168.43.203,1,0.103217,192.168.69.236,[0.100388]
192.168.69.236,8,0.0032075,192.168.243.154,"[0.103217, 0.008913333333333301, 0.00114, 0.006543, 0.0029316666666666497]"
192.168.243.154,7,0.100388,192.168.43.203,"[0.0032075, 0.00680249999999995, 0.005314999999999999, 0.00304, 0.00420499999999995, 0.01002, 0.0018075, 0.00848, 0.019675, 0.27718]"
192.168.43.203,1,0.103217,192.168.69.236,[0.100388]
192.168.69.236,8,0.0032075,192.168.243.154,"[0.103217, 0.008913333333333301, 0.00114, 0.006543, 0.0029316666666666497]"
192.168.243.154,7,0.100388,192.168.43.203,"[0.0032075, 0.00680249999999995, 0.005314999999999999, 0.00304, 0.00420499999999995, 0.01002, 0.0018075, 0.00848, 0.019675, 0.27718]"
192.168.43.203,1,0.103217,192.168.69.236,[0.100388]
192.168.69.236,8,0.0032075,192.168.243.154,"[0.103217, 0.008913333333333301, 0.00114, 0.006543, 0.0029316666666666497]"
192.168.243.154,7,0.100388,192.168.43.203,"[0.0032075, 0.00680249999999995, 0.005314999999999999, 0.00304, 0.00420499999999995, 0.01002, 0.0018075, 0.00848, 0.019675, 0.27718]"
192.168.43.203,1,0.103217,192.168.69.236,[0.100388]
192.168.69.236,8,0.0032075,192.168.243.154,"[0.103217, 0.008913333333333301, 0.00114, 0.006543, 0.0029316666666666497]"
192.168.243.154,7,0.100388,192.168.43.203,"[0.0032075, 0.00680249999999995, 0.005314999999999999, 0.00304, 0.00420499999999995, 0.01002, 0.0018075, 0.00848, 0.019675, 0.27718]"
192.168.43.203,1,0.103217,192.168.69.236,[0.100388]
192.168.69.236,8,0.0032075,192.168.243.154,"[0.103217, 0.008913333333333301, 0.00114, 0.006543, 0.0029316666666666497]"
192.168.243.154,7,0.100388,192.168.43.203,"[0.0032075, 0.00680249999999995, 0.005314999999999999, 0.00304, 0.00420499999999995, 0.01002, 0.0018075, 0.00848, 0.019675, 0.27718]"
192.168.43.203,1,0.103217,192.168.69.236,[0.100388]
192.168.78.47,2,0.0013875,192.168.222.25,"[0.00794666666666665, 0.033995, 0.0009625, 0.005856, 0.0047125, 0.00298, 0.019285, 0.000215]"
192.168.222.25,9,0.012989999999999998,192.168.216.43,"[0.0013875, 0.005495]"
192.168.216.43,3,0.0012175,192.168.103.106,"[0.012989999999999998, 0.01011125]"
192.168.103.106,0,0.0194375,192.168.94.61,[0.0012175]
192.168.94.61,6,0.100388,192.168.43.203,"[0.0194375, 0.01071999999999995, 0.011005000000000001, 0.008360000000000001]"
192.168.43.203,1,0.103217,192.168.69.236,[0.100388]
192.168.69.236,8,0.0032075,192.168.243.154,"[0.103217, 0.008913333333333301, 0.00114, 0.006543, 0.0029316666666666497]"
192.168.243.154,7,0.00794666666666665,192.168.78.47,"[0.0032075, 0.00680249999999995, 0.005314999999999999, 0.00304, 0.00420499999999995, 0.01002, 0.0018075, 0.00848, 0.019675, 0.27718]"
192.168.78.47,2,0.0013875,192.168.222.25,"[0.00794666666666665, 0.033995, 0.0009625, 0.005856, 0.0047125, 0.00298, 0.019285, 0.000215]"
192.168.222.25,9,0.012989999999999998,192.168.216.43,"[0.0013875, 0.005495]"
192.168.216.43,3,0.0012175,192.168.103.106,"[0.012989999999999998, 0.01011125]"
192.168.103.106,0,0.0194375,192.168.94.61,[0.0012175]
192.168.94.61,6,0.0032075,192.168.243.154,"[0.0194375, 0.01071999999999995, 0.011005000000000001, 0.008360000000000001]"
192.168.243.154,7,0.100388,192.168.43.203,"[0.0032075, 0.00680249999999995, 0.005314999999999999, 0.00304, 0.00420499999999995, 0.01002, 0.0018075, 0.00848, 0.019675, 0.27718]"
192.168.43.203,1,0.103217,192.168.69.236,[0.100388]
192.168.69.236,8,0.0032075,192.168.243.154,"[0.103217, 0.008913333333333301, 0.00114, 0.006543, 0.0029316666666666497]"
192.168.243.154,7,0.100388,192.168.43.203,"[0.0032075, 0.00680249999999995, 0.005314999999999999, 0.00304, 0.00420499999999995, 0.01002, 0.0018075, 0.00848, 0.019675, 0.27718]"
192.168.43.203,1,0.103217,192.168.69.236,[0.100388]
192.168.69.236,8,0.0032075,192.168.243.154,"[0.103217, 0.008913333333333301, 0.00114, 0.006543, 0.0029316666666666497]"
192.168.243.154,7,0.100388,192.168.43.203,"[0.0032075, 0.00680249999999995, 0.005314999999999999, 0.00304, 0.00420499999999995, 0.01002, 0.0018075, 0.00848, 0.019675, 0.27718]"
192.168.43.203,1,0.103217,192.168.69.236,[0.100388]
192.168.69.236,8,0.0032075,192.168.243.154,"[0.103217, 0.008913333333333301, 0.00114, 0.006543, 0.0029316666666666497]"
192.168.243.154,7,0.100388,192.168.43.203,"[0.0032075, 0.00680249999999995, 0.005314999999999999, 0.00304, 0.00420499999999995, 0.01002, 0.0018075, 0.00848, 0.019675, 0.27718]"
192.168.43.203,1,0.103217,192.168.69.236,[0.100388]
192.168.69.236,8,0.0032075,192.168.243.154,"[0.103217, 0.008913333333333301, 0.00114, 0.006543, 0.0029316666666666497]"
192.168.243.154,7,0.100388,192.168.43.203,"[0.0032075, 0.00680249999999995, 0.005314999999999999, 0.00304, 0.00420499999999995, 0.01002, 0.0018075, 0.00848, 0.019675, 0.27718]"
192.168.43.203,1,0.103217,192.168.69.236,[0.100388]
192.168.69.236,8,0.0032075,192.168.243.154,"[0.103217, 0.008913333333333301, 0.00114, 0.006543, 0.0029316666666666497]"
192.168.243.154,7,0.00794666666666665,192.168.78.47,"[0.0032075, 0.00680249999999995, 0.005314999999999999, 0.00304, 0.00420499999999995, 0.01002, 0.0018075, 0.00848, 0.019675, 0.27718]"
192.168.78.47,2,0.012989999999999998,192.168.216.43,"[0.00794666666666665, 0.033995, 0.0009625, 0.005856, 0.0047125, 0.00298, 0.019285, 0.000215]"
192.168.216.43,3,0.0013875,192.168.222.25,"[0.012989999999999998, 0.01011125]"
192.168.222.25,9,0.012989999999999998,192.168.216.43,"[0.0013875, 0.005495]"
192.168.216.43,3,0.0012175,192.168.103.106,"[0.012989999999999998, 0.01011125]"
192.168.103.106,0,0.0194375,192.168.94.61,[0.0012175]
192.168.94.61,6,0.00794666666666665,192.168.78.47,"[0.0194375, 0.01071999999999995, 0.011005000000000001, 0.008360000000000001]"
192.168.78.47,2,0.0013875,192.168.222.25,"[0.00794666666666665, 0.033995, 0.0009625, 0.005856, 0.0047125, 0.00298, 0.019285, 0.000215]"
192.168.222.25,9,0.012989999999999998,192.168.216.43,"[0.0013875, 0.005495]"
192.168.216.43,3,0.0012175,192.168.103.106,"[0.012989999999999998, 0.01011125]"
192.168.103.106,0,0.0194375,192.168.94.61,[0.0012175]
192.168.94.61,6,0.00794666666666665,192.168.78.47,"[0.0194375, 0.01071999999999995, 0.011005000000000001, 0.008360000000000001]"
192.168.78.47,2,0.012989999999999998,192.168.216.43,"[0.00794666666666665, 0.033995, 0.0009625, 0.005856, 0.0047125, 0.00298, 0.019285, 0.000215]"
192.168.216.43,3,0.0012175,192.168.103.106,"[0.012989999999999998, 0.01011125]"
192.168.103.106,0,0.0194375,192.168.94.61,[0.0012175]
192.168.94.61,6,0.100388,192.168.43.203,"[0.0194375, 0.01071999999999995, 0.011005000000000001, 0.008360000000000001]"
192.168.43.203,1,0.103217,192.168.69.236,[0.100388]
192.168.69.236,8,0.100388,192.168.43.203,"[0.103217, 0.008913333333333301, 0.00114, 0.006543, 0.0029316666666666497]"
192.168.43.203,1,0.103217,192.168.69.236,[0.100388]
192.168.69.236,8,0.0032075,192.168.243.154,"[0.103217, 0.008913333333333301, 0.00114, 0.006543, 0.0029316666666666497]"
192.168.243.154,7,0.100388,192.168.43.203,"[0.0032075, 0.00680249999999995, 0.005314999999999999, 0.00304, 0.00420499999999995, 0.01002, 0.0018075, 0.00848, 0.019675, 0.27718]"
192.168.43.203,1,0.103217,192.168.69.236,[0.100388]
192.168.78.47,2,0.0013875,192.168.222.25,"[0.00794666666666665, 0.033995, 0.0009625, 0.005856, 0.0047125, 0.00298, 0.019285, 0.000215]"
192.168.222.25,9,0.012989999999999998,192.168.216.43,"[0.0013875, 0.005495]"
192.168.216.43,3,0.0012175,192.168.103.106,"[0.012989999999999998, 0.01011125]"
192.168.103.106,0,0.0194375,192.168.94.61,[0.0012175]
192.168.94.61,6,0.100388,192.168.43.203,"[0.0194375, 0.01071999999999995, 0.011005000000000001, 0.008360000000000001]"
192.168.43.203,1,0.103217,192.168.69.236,[0.100388]
192.168.69.236,8,0.0194375,192.168.94.61,"[0.103217, 0.008913333333333301, 0.00114, 0.006543, 0.0029316666666666497]"
192.168.94.61,6,0.011095,192.168.240.70,"[0.0194375, 0.01071999999999995, 0.011005000000000001, 0.008360000000000001]"
192.168.240.70,4,0.00794666666666665,192.168.78.47,"[0.011095, 0.0198225]"
192.168.78.47,2,0.0032075,192.168.243.154,"[0.00794666666666665, 0.033995, 0.0009625, 0.005856, 0.0047125, 0.00298, 0.019285, 0.000215]"
192.168.243.154,7,0.100388,192.168.43.203,"[0.0032075, 0.00680249999999995, 0.005314999999999999, 0.00304, 0.00420499999999995, 0.01002, 0.0018075, 0.00848, 0.019675, 0.27718]"
192.168.43.203,1,0.103217,192.168.69.236,[0.100388]
192.168.69.236,8,0.00794666666666665,192.168.78.47,"[0.103217, 0.008913333333333301, 0.00114, 0.006543, 0.0029316666666666497]"
192.168.78.47,2,0.012989999999999998,192.168.216.43,"[0.00794666666666665, 0.033995, 0.0009625, 0.005856, 0.0047125, 0.00298, 0.019285, 0.000215]"
192.168.216.43,3,0.0012175,192.168.103.106,"[0.012989999999999998, 0.01011125]"
192.168.103.106,0,0.0194375,192.168.94.61,[0.0012175]
192.168.94.61,6,0.011095,192.168.240.70,"[0.0194375, 0.01071999999999995, 0.011005000000000001, 0.008360000000000001]"
192.168.240.70,4,0.00794666666666665,192.168.78.47,"[0.011095, 0.0198225]"
192.168.78.47,2,0.0013875,192.168.222.25,"[0.00794666666666665, 0.033995, 0.0009625, 0.005856, 0.0047125, 0.00298, 0.019285, 0.000215]"
192.168.222.25,9,0.0194375,192.168.94.61,"[0.0013875, 0.005495]"
192.168.94.61,6,0.100388,192.168.43.203,"[0.0194375, 0.01071999999999995, 0.011005000000000001, 0.008360000000000001]"
192.168.43.203,1,0.103217,192.168.69.236,[0.100388]
192.168.69.236,8,0.0032075,192.168.243.154,"[0.103217, 0.008913333333333301, 0.00114, 0.006543, 0.0029316666666666497]"
192.168.243.154,7,0.100388,192.168.43.203,"[0.0032075, 0.00680249999999995, 0.005314999999999999, 0.00304, 0.00420499999999995, 0.01002, 0.0018075, 0.00848, 0.019675, 0.27718]"
192.168.43.203,1,0.103217,192.168.69.236,[0.100388]
192.168.69.236,8,0.0032075,192.168.243.154,"[0.103217, 0.008913333333333301, 0.00114, 0.006543, 0.0029316666666666497]"
192.168.243.154,7,0.100388,192.168.43.203,"[0.0032075, 0.00680249999999995, 0.005314999999999999, 0.00304, 0.00420499999999995, 0.01002, 0.0018075, 0.00848, 0.019675, 0.27718]"
192.168.43.203,1,0.103217,192.168.69.236,[0.100388]
192.168.69.236,8,0.0032075,192.168.243.154,"[0.103217, 0.008913333333333301, 0.00114, 0.006543, 0.0029316666666666497]"
192.168.243.154,7,0.100388,192.168.43.203,"[0.0032075, 0.00680249999999995, 0.005314999999999999, 0.00304, 0.00420499999999995, 0.01002, 0.0018075, 0.00848, 0.019675, 0.27718]"
192.168.43.203,1,0.103217,192.168.69.236,[0.100388]
192.168.69.236,8,0.0032075,192.168.243.154,"[0.103217, 0.008913333333333301, 0.00114, 0.006543, 0.0029316666666666497]"
192.168.243.154,7,0.100388,192.168.43.203,"[0.0032075, 0.00680249999999995, 0.005314999999999999, 0.00304, 0.00420499999999995, 0.01002, 0.0018075, 0.00848, 0.019675, 0.27718]"
192.168.43.203,1,0.103217,192.168.69.236,[0.100388]
192.168.69.236,8,0.0194375,192.168.94.61,"[0.103217, 0.008913333333333301, 0.00114, 0.006543, 0.0029316666666666497]"
192.168.94.61,6,0.011095,192.168.240.70,"[0.0194375, 0.01071999999999995, 0.011005000000000001, 0.008360000000000001]"
192.168.240.70,4,0.00794666666666665,192.168.78.47,"[0.011095, 0.0198225]"
192.168.78.47,2,0.0013875,192.168.222.25,"[0.00794666666666665, 0.033995, 0.0009625, 0.005856, 0.0047125, 0.00298, 0.019285, 0.000215]"
192.168.222.25,9,0.012989999999999998,192.168.216.43,"[0.0013875, 0.005495]"
192.168.216.43,3,0.0013875,192.168.222.25,"[0.012989999999999998, 0.01011125]"
192.168.222.25,9,0.0194375,192.168.94.61,"[0.0013875, 0.005495]"
192.168.94.61,6,0.100388,192.168.43.203,"[0.0194375, 0.01071999999999995, 0.011005000000000001, 0.008360000000000001]"
192.168.43.203,1,0.103217,192.168.69.236,[0.100388]
192.168.69.236,8,0.100388,192.168.43.203,"[0.103217, 0.008913333333333301, 0.00114, 0.006543, 0.0029316666666666497]"
192.168.43.203,1,0.103217,192.168.69.236,[0.100388]
192.168.69.236,8,0.0032075,192.168.243.154,"[0.103217, 0.008913333333333301, 0.00114, 0.006543, 0.0029316666666666497]"
192.168.243.154,7,0.100388,192.168.43.203,"[0.0032075, 0.00680249999999995, 0.005314999999999999, 0.00304, 0.00420499999999995, 0.01002, 0.0018075, 0.00848, 0.019675, 0.27718]"
192.168.43.203,1,0.103217,192.168.69.236,[0.100388]
192.168.69.236,8,0.0032075,192.168.243.154,"[0.103217, 0.008913333333333301, 0.00114, 0.006543, 0.0029316666666666497]"
192.168.243.154,7,0.100388,192.168.43.203,"[0.0032075, 0.00680249999999995, 0.005314999999999999, 0.00304, 0.00420499999999995, 0.01002, 0.0018075, 0.00848, 0.019675, 0.27718]"
192.168.78.47,2,0.0061633333333333,192.168.179.207,"[0.00794666666666665, 0.033995, 0.0009625, 0.005856, 0.0047125, 0.00298, 0.019285, 0.000215]"
192.168.179.207,5,0.00794666666666665,192.168.78.47,"[0.0061633333333333, 0.0048525, 0.00527125, 0.00838]"
192.168.78.47,2,0.012989999999999998,192.168.216.43,"[0.00794666666666665, 0.033995, 0.0009625, 0.005856, 0.0047125, 0.00298, 0.019285, 0.000215]"
192.168.216.43,3,0.0013875,192.168.222.25,"[0.012989999999999998, 0.01011125]"
192.168.222.25,9,0.012989999999999998,192.168.216.43,"[0.0013875, 0.005495]"
192.168.216.43,3,0.0012175,192.168.103.106,"[0.012989999999999998, 0.01011125]"
192.168.103.106,0,0.0194375,192.168.94.61,[0.0012175]
192.168.94.61,6,0.011095,192.168.240.70,"[0.0194375, 0.01071999999999995, 0.011005000000000001, 0.008360000000000001]"
192.168.240.70,4,0.00794666666666665,192.168.78.47,"[0.011095, 0.0198225]"
192.168.78.47,2,0.103217,192.168.69.236,"[0.00794666666666665, 0.033995, 0.0009625, 0.005856, 0.0047125, 0.00298, 0.019285, 0.000215]"
192.168.69.236,8,0.0032075,192.168.243.154,"[0.103217, 0.008913333333333301, 0.00114, 0.006543, 0.0029316666666666497]"
192.168.243.154,7,0.009465000000000001,192.168.135.204,"[0.0032075, 0.00680249999999995, 0.005314999999999999, 0.00304, 0.00420499999999995, 0.01002, 0.0018075, 0.00848, 0.019675, 0.27718]"
192.168.135.204,10,0.0012175,192.168.103.106,"[0.009465000000000001, 0.00021, 0.00457666666666665, 0.006325]"
192.168.103.106,0,0.0194375,192.168.94.61,[0.0012175]
192.168.94.61,6,0.0032075,192.168.243.154,"[0.0194375, 0.01071999999999995, 0.011005000000000001, 0.008360000000000001]"
192.168.243.154,7,0.100388,192.168.43.203,"[0.0032075, 0.00680249999999995, 0.005314999999999999, 0.00304, 0.00420499999999995, 0.01002, 0.0018075, 0.00848, 0.019675, 0.27718]"
192.168.43.203,1,0.103217,192.168.69.236,[0.100388]
192.168.69.236,8,0.0032075,192.168.243.154,"[0.103217, 0.008913333333333301, 0.00114, 0.006543, 0.0029316666666666497]"
192.168.243.154,7,0.100388,192.168.43.203,"[0.0032075, 0.00680249999999995, 0.005314999999999999, 0.00304, 0.00420499999999995, 0.01002, 0.0018075, 0.00848, 0.019675, 0.27718]"
192.168.43.203,1,0.103217,192.168.69.236,[0.100388]
192.168.69.236,8,0.0032075,192.168.243.154,"[0.103217, 0.008913333333333301, 0.00114, 0.006543, 0.0029316666666666497]"
192.168.243.154,7,0.00794666666666665,192.168.78.47,"[0.0032075, 0.00680249999999995, 0.005314999999999999, 0.00304, 0.00420499999999995, 0.01002, 0.0018075, 0.00848, 0.019675, 0.27718]"
192.168.78.47,2,0.0013875,192.168.222.25,"[0.00794666666666665, 0.033995, 0.0009625, 0.005856, 0.0047125, 0.00298, 0.019285, 0.000215]"
192.168.222.25,9,0.012989999999999998,192.168.216.43,"[0.0013875, 0.005495]"
192.168.216.43,3,0.0013875,192.168.222.25,"[0.012989999999999998, 0.01011125]"
192.168.222.25,9,0.012989999999999998,192.168.216.43,"[0.0013875, 0.005495]"
192.168.216.43,3,0.0012175,192.168.103.106,"[0.012989999999999998, 0.01011125]"
192.168.103.106,0,0.0194375,192.168.94.61,[0.0012175]
192.168.94.61,6,0.011095,192.168.240.70,"[0.0194375, 0.01071999999999995, 0.011005000000000001, 0.008360000000000001]"
192.168.240.70,4,0.103217,192.168.69.236,"[0.011095, 0.0198225]"
192.168.78.47,2,0.0013875,192.168.222.25,"[0.00794666666666665, 0.033995, 0.0009625, 0.005856, 0.0047125, 0.00298, 0.019285, 0.000215]"
192.168.222.25,9,0.012989999999999998,192.168.216.43,"[0.0013875, 0.005495]"
192.168.216.43,3,0.0013875,192.168.222.25,"[0.012989999999999998, 0.01011125]"
192.168.222.25,9,0.012989999999999998,192.168.216.43,"[0.0013875, 0.005495]"
192.168.216.43,3,0.0012175,192.168.103.106,"[0.012989999999999998, 0.01011125]"
192.168.103.106,0,0.0194375,192.168.94.61,[0.0012175]
192.168.94.61,6,0.100388,192.168.43.203,"[0.0194375, 0.01071999999999995, 0.011005000000000001, 0.008360000000000001]"
192.168.43.203,1,0.103217,192.168.69.236,[0.100388]
192.168.69.236,8,0.0032075,192.168.243.154,"[0.103217, 0.008913333333333301, 0.00114, 0.006543, 0.0029316666666666497]"
